chr,chromStart,chromEnd,peak_length,strand,ModLog2FC_treated,ModLog2FC_control,DiffModLog2FC,pvalue,padj,Annotation,transcriptID,geneID,gene_chr,gene_start,gene_end,geneName,Description,GO,KEGG
NC_051364.1,4972143,4978734,6592,-,2.00,2.47,-0.47,0.00,0.00,UTR5,NM_001044211.1,733142,NC_051364.1,4967808,4978741,Sfrs6,splicing factor arginine/serine-rich 6 isoform X5 [Bombyx mori],"GO:0000278(mitotic cell cycle);GO:0000381(regulation of alternative mRNA splicing, via spliceosome);GO:0000398(mRNA splicing, via spliceosome);GO:0001178(regulation of transcriptional start site selection at RNA polymerase II promoter);GO:0003729(mRNA binding);GO:0005515(protein binding);GO:0005634(nucleus);GO:0005700(polytene chromosome);GO:0008380(RNA splicing);GO:0010468(regulation of gene expression);GO:0016607(nuclear speck);GO:0031440(regulation of mRNA 3'-end processing);GO:0035062(omega speckle);GO:0035327(transcriptionally active chromatin);GO:0044819(mitotic G1/S transition checkpoint);GO:0048024(regulation of mRNA splicing, via spliceosome);GO:0051607(defense response to virus);GO:0071011(precatalytic spliceosome);GO:0071013(catalytic step 2 spliceosome)",03040(Spliceosome)
NC_051364.1,4985835,4986210,376,-,1.03,0.78,0.24,0.01,0.09,UTR3,XM_021351395.2,101740250,NC_051364.1,4985186,5343341,LOC101740250,uncharacterized protein LOC101740250 isoform X4 [Bombyx mori],"GO:0001745(compound eye morphogenesis);GO:0005515(protein binding);GO:0005635(nuclear envelope);GO:0005640(nuclear outer membrane);GO:0005737(cytoplasm);GO:0005811(lipid droplet);GO:0005881(cytoplasmic microtubule);GO:0006869(lipid transport);GO:0006997(nucleus organization);GO:0007097(nuclear migration);GO:0007523(larval visceral muscle development);GO:0016021(integral component of membrane);GO:0019894(kinesin binding);GO:0031887(lipid droplet transport along microtubule);GO:0032386(regulation of intracellular transport);GO:0034453(microtubule anchoring);GO:0035149(lumen formation, open tracheal system);GO:0035239(tube morphogenesis);GO:0040011(locomotion);GO:0042051(compound eye photoreceptor development);GO:0045855(negative regulation of pole plasm oskar mRNA localization);GO:0048085(adult chitin-containing cuticle pigmentation);GO:0048471(perinuclear region of cytoplasm);GO:0051647(nucleus localization);GO:0060361(flight);GO:0061024(membrane organization)",NA
NC_051364.1,5207472,5343235,135764,-,3.26,4.22,-0.96,0.00,0.01,UTR5,XM_021351395.2,101740250,NC_051364.1,4985186,5343341,LOC101740250,uncharacterized protein LOC101740250 isoform X4 [Bombyx mori],"GO:0001745(compound eye morphogenesis);GO:0005515(protein binding);GO:0005635(nuclear envelope);GO:0005640(nuclear outer membrane);GO:0005737(cytoplasm);GO:0005811(lipid droplet);GO:0005881(cytoplasmic microtubule);GO:0006869(lipid transport);GO:0006997(nucleus organization);GO:0007097(nuclear migration);GO:0007523(larval visceral muscle development);GO:0016021(integral component of membrane);GO:0019894(kinesin binding);GO:0031887(lipid droplet transport along microtubule);GO:0032386(regulation of intracellular transport);GO:0034453(microtubule anchoring);GO:0035149(lumen formation, open tracheal system);GO:0035239(tube morphogenesis);GO:0040011(locomotion);GO:0042051(compound eye photoreceptor development);GO:0045855(negative regulation of pole plasm oskar mRNA localization);GO:0048085(adult chitin-containing cuticle pigmentation);GO:0048471(perinuclear region of cytoplasm);GO:0051647(nucleus localization);GO:0060361(flight);GO:0061024(membrane organization)",NA
NC_051364.1,5346287,5347473,1187,-,2.85,3.07,-0.22,0.01,0.05,UTR3,XM_004931218.4,101736455,NC_051364.1,5346288,5349208,LOC101736455,"39S ribosomal protein L19, mitochondrial [Bombyx mandarina]",GO:0003735(structural constituent of ribosome);GO:0005762(mitochondrial large ribosomal subunit);GO:0006412(translation);GO:0032543(mitochondrial translation),03010(Ribosome)
NC_051364.1,5806649,5806999,351,-,0.80,1.30,-0.50,0.01,0.09,exonic,XM_012694894.3,101741503,NC_051364.1,5806025,5810084,LOC101741503,mediator of RNA polymerase II transcription subunit 24 [Bombyx mandarina],GO:0016592(mediator complex),NA
NC_051364.1,5995295,6009985,14691,-,3.02,3.40,-0.39,0.00,0.00,UTR5,XM_004931236.2,101739193,NC_051364.1,5991321,6010060,LOC101739193,ralA-binding protein 1 isoform X3 [Bombyx mori],GO:0005096(GTPase activator activity);GO:0005515(protein binding);GO:0006898(receptor-mediated endocytosis);GO:0007165(signal transduction);GO:0016020(membrane);GO:0017160(Ral GTPase binding);GO:0043547(positive regulation of GTPase activity);GO:0046578(regulation of Ras protein signal transduction),NA
NC_051364.1,6550199,6550787,589,-,2.09,1.77,0.32,0.00,0.03,UTR3,XM_004931260.4,101741979,NC_051364.1,6550150,6551361,LOC101741979,deoxyuridine 5'-triphosphate nucleotidohydrolase [Bombyx mori],GO:0000287(magnesium ion binding);GO:0004170(dUTP diphosphatase activity);GO:0005737(cytoplasm);GO:0006226(dUMP biosynthetic process);GO:0046081(dUTP catabolic process),00240(Pyrimidine metabolism);00983(Drug metabolism - other enzymes);01100(Metabolic pathways)
NC_051364.1,6665564,6666589,1026,-,2.14,2.42,-0.28,0.03,0.14,UTR3,XM_004931262.4,101742273,NC_051364.1,6665565,6666671,LOC101742273,proteasome assembly chaperone 2 [Bombyx mori],GO:0000502(proteasome complex);GO:0005634(nucleus);GO:0005829(cytosol);GO:0007094(mitotic spindle assembly checkpoint);GO:0043066(negative regulation of apoptotic process);GO:0043248(proteasome assembly),NA
NC_051364.1,6724824,6725049,226,-,1.12,0.66,0.46,0.03,0.15,UTR3,XM_038011975.1,119628711,NC_051364.1,6724825,6729385,LOC119628711,uncharacterized protein LOC114243665 [Bombyx mandarina],NA,NA
NC_051364.1,6726567,6728663,2097,-,1.95,1.59,0.37,0.03,0.15,UTR5,XM_038011975.1,119628711,NC_051364.1,6724825,6729385,LOC119628711,uncharacterized protein LOC114243665 [Bombyx mandarina],NA,NA
NC_051364.1,6785487,6786317,831,-,-0.95,2.64,-3.58,0.00,0.01,exonic,NM_001099838.1,100101215,NC_051364.1,6770507,6789053,Msl3,protein male-specific lethal-3 isoform X3 [Bombyx mandarina],GO:0006338(chromatin remodeling);GO:0006342(chromatin silencing);GO:0016575(histone deacetylation);GO:0035267(NuA4 histone acetyltransferase complex);GO:0043967(histone H4 acetylation);GO:0043968(histone H2A acetylation),NA
NC_051364.1,7425345,7427502,2158,-,2.23,2.75,-0.52,0.00,0.01,UTR5,XM_012694869.3,101745492,NC_051364.1,7417979,7427841,LOC101745492,regulator of gene activity isoform X5 [Bombyx mori],"GO:0000288(nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay);GO:0000932(P-body);GO:0017148(negative regulation of translation);GO:0030015(CCR4-NOT core complex)",03018(RNA degradation)
NC_051364.1,7508445,7512671,4227,-,2.34,3.65,-1.31,0.00,0.00,UTR3,XM_012694882.3,101743517,NC_051364.1,7506121,7529574,LOC101743517,biotin--protein ligase isoform X2 [Bombyx mori],GO:0004077(biotin-[acetyl-CoA-carboxylase] ligase activity);GO:0005700(polytene chromosome);GO:0009408(response to heat);GO:0018054(peptidyl-lysine biotinylation);GO:0071110(histone biotinylation),00780(Biotin metabolism);01100(Metabolic pathways)
NC_051364.1,7561314,7561464,151,-,1.09,1.42,-0.33,0.00,0.00,UTR3,NM_001043376.1,692381,NC_051364.1,7561315,7573113,AnnIX,annexin IX isoform X1 [Bombyx mori],GO:0003779(actin binding);GO:0005509(calcium ion binding);GO:0005515(protein binding);GO:0005544(calcium-dependent phospholipid binding);GO:0005938(cell cortex);GO:0010797(regulation of multivesicular body size involved in endosome transport);GO:0012505(endomembrane system);GO:0030011(maintenance of cell polarity);GO:0030507(spectrin binding);GO:0032509(endosome transport via multivesicular body sorting pathway);GO:0048190(wing disc dorsal/ventral pattern formation);GO:1903361(protein localization to basolateral plasma membrane),NA
NC_051364.1,7641840,7642190,351,-,2.80,3.85,-1.04,0.01,0.08,intronic,XM_012694908.3,105842367,NC_051364.1,7601941,7704672,LOC105842367,uncharacterized protein LOC114249525 [Bombyx mandarina],NA,NA
NC_051364.1,7915104,7948503,33400,-,3.26,5.83,-2.57,0.04,0.19,UTR5,XM_012694886.3,101744239,NC_051364.1,7896331,7948747,LOC101744239,semaphorin-5B isoform X1 [Bombyx mori],GO:0001755(neural crest cell migration);GO:0016021(integral component of membrane);GO:0030215(semaphorin receptor binding);GO:0030335(positive regulation of cell migration);GO:0045499(chemorepellent activity);GO:0048843(negative regulation of axon extension involved in axon guidance);GO:0071526(semaphorin-plexin signaling pathway),NA
NC_051364.1,8759688,8770040,10353,-,1.81,2.48,-0.67,0.00,0.00,UTR5,XM_038012018.1,101737032,NC_051364.1,8754513,8770040,LOC101737032,uncharacterized protein LOC101737032 [Bombyx mori],NA,NA
NC_051364.1,9407130,9414969,7840,-,2.01,2.46,-0.45,0.00,0.01,UTR3,XM_004931321.3,101738096,NC_051364.1,9407131,9416709,LOC101738096,another transcription unit protein [Bombyx mori],GO:0005634(nucleus);GO:0032968(positive regulation of transcription elongation from RNA polymerase II promoter);GO:1990269(RNA polymerase II C-terminal domain phosphoserine binding),NA
NC_051364.1,10838292,10839186,895,-,3.88,4.48,-0.60,0.00,0.00,UTR3,NM_001046791.1,692951,NC_051364.1,10838118,10839186,LOC692951,mitochondria-associated granulocyte macrophage CSF signaling molecule [Bombyx mori],GO:0005744(mitochondrial inner membrane presequence translocase complex);GO:0030150(protein import into mitochondrial matrix),NA
NC_051364.1,11026010,11029915,3906,-,2.34,2.97,-0.63,0.00,0.00,UTR3,XM_038012041.1,101746292,NC_051364.1,11025711,11029955,LOC101746292,nischarin-like [Bombyx mandarina],GO:0035091(phosphatidylinositol binding),NA
NC_051364.1,11191856,11200065,8210,-,2.49,1.88,0.61,0.02,0.12,UTR5,XM_038012125.1,101747120,NC_051364.1,11189834,11200181,LOC101747120,zinc finger protein with KRAB and SCAN domains 8 [Bombyx mori],NA,NA
NC_051364.1,11362887,11365895,3009,-,2.55,2.46,0.09,0.04,0.19,UTR3,XM_004927414.4,101738255,NC_051364.1,11362888,11365905,LOC101738255,uncharacterized protein LOC101738255 isoform X3 [Bombyx mori],NA,NA
NC_051364.1,11371588,11371963,376,-,0.19,1.78,-1.59,0.01,0.09,UTR3,XM_038011895.1,105841828,NC_051364.1,11370589,11675996,LOC105841828,fibroblast growth factor 16 [Bombyx mandarina],"GO:0000187(activation of MAPK activity);GO:0001763(morphogenesis of a branching structure);GO:0005104(fibroblast growth factor receptor binding);GO:0005576(extracellular region);GO:0006935(chemotaxis);GO:0007424(open tracheal system development);GO:0007426(tracheal outgrowth, open tracheal system);GO:0007427(epithelial cell migration, open tracheal system);GO:0007428(primary branching, open tracheal system);GO:0007429(secondary branching, open tracheal system);GO:0007430(terminal branching, open tracheal system);GO:0008083(growth factor activity);GO:0008347(glial cell migration);GO:0008543(fibroblast growth factor receptor signaling pathway);GO:0035152(regulation of tube architecture, open tracheal system);GO:0035215(genital disc development);GO:0035231(cytoneme assembly);GO:0046847(filopodium assembly);GO:0050918(positive chemotaxis);GO:2000274(regulation of epithelial cell migration, open tracheal system)",NA
NC_051364.1,11376113,11675344,299232,-,3.83,4.69,-0.86,0.00,0.01,UTR3,XM_038011895.1,105841828,NC_051364.1,11370589,11675996,LOC105841828,fibroblast growth factor 16 [Bombyx mandarina],"GO:0000187(activation of MAPK activity);GO:0001763(morphogenesis of a branching structure);GO:0005104(fibroblast growth factor receptor binding);GO:0005576(extracellular region);GO:0006935(chemotaxis);GO:0007424(open tracheal system development);GO:0007426(tracheal outgrowth, open tracheal system);GO:0007427(epithelial cell migration, open tracheal system);GO:0007428(primary branching, open tracheal system);GO:0007429(secondary branching, open tracheal system);GO:0007430(terminal branching, open tracheal system);GO:0008083(growth factor activity);GO:0008347(glial cell migration);GO:0008543(fibroblast growth factor receptor signaling pathway);GO:0035152(regulation of tube architecture, open tracheal system);GO:0035215(genital disc development);GO:0035231(cytoneme assembly);GO:0046847(filopodium assembly);GO:0050918(positive chemotaxis);GO:2000274(regulation of epithelial cell migration, open tracheal system)",NA
NC_051364.1,11930323,11930423,101,-,0.62,1.41,-0.79,0.00,0.00,UTR3,XM_004925717.4,101742538,NC_051364.1,11930324,11941742,LOC101742538,cyclin-J [Bombyx mori],GO:0003674(molecular_function);GO:0005575(cellular_component);GO:0005634(nucleus);GO:0008150(biological_process),NA
NC_051364.1,12388242,12389734,1493,-,1.41,1.71,-0.29,0.00,0.00,exonic,NM_001098327.1,778502,NC_051364.1,12388243,12407798,LOC778502,eukaryotic initiation factor 5C [Bombyx mori],GO:0005515(protein binding);GO:0005737(cytoplasm);GO:0007616(long-term memory);GO:0016020(membrane);GO:0016199(axon midline choice point recognition);GO:0017148(negative regulation of translation);GO:0030175(filopodium);GO:0030424(axon);GO:0030707(ovarian follicle cell development);GO:0031369(translation initiation factor binding);GO:0043022(ribosome binding);GO:0043024(ribosomal small subunit binding);GO:0043025(neuronal cell body);GO:0044295(axonal growth cone);GO:0048149(behavioral response to ethanol);GO:0048477(oogenesis);GO:0051491(positive regulation of filopodium assembly),NA
NC_051364.1,12732506,12733481,976,-,2.10,2.21,-0.10,0.01,0.08,UTR3,NM_001046767.1,692925,NC_051364.1,12732507,12737221,LOC692925,ATP synthase [Bombyx mori],"GO:0000276(mitochondrial proton-transporting ATP synthase complex, coupling factor F(o));GO:0015986(ATP synthesis coupled proton transport);GO:0046933(proton-transporting ATP synthase activity, rotational mechanism)",00190(Oxidative phosphorylation);01100(Metabolic pathways)
NC_051364.1,12952700,12961217,8518,-,2.90,3.09,-0.19,0.00,0.01,UTR3,XM_004925736.4,101745284,NC_051364.1,12951751,12961225,LOC101745284,chromatin target of PRMT1 protein [Bombyx mori],NA,NA
NC_051364.1,13002237,13002412,176,-,0.88,1.49,-0.61,0.00,0.03,UTR5,XM_004925739.4,101745663,NC_051364.1,12999982,13002502,LOC101745663,uncharacterized protein LOC101745663 [Bombyx mori],NA,NA
NC_051364.1,13034853,13035485,633,-,2.05,0.95,1.10,0.02,0.12,exonic,XM_038012139.1,101736709,NC_051364.1,13011615,13039852,LOC101736709,ubiquitin carboxyl-terminal hydrolase 8 [Bombyx mori],GO:0004843(thiol-dependent ubiquitin-specific protease activity);GO:0005737(cytoplasm);GO:0006511(ubiquitin-dependent protein catabolic process);GO:0008587(imaginal disc-derived wing margin morphogenesis);GO:0016322(neuron remodeling);GO:0016579(protein deubiquitination);GO:0045880(positive regulation of smoothened signaling pathway);GO:0090263(positive regulation of canonical Wnt signaling pathway),NA
NC_051364.1,13108118,13112628,4511,-,0.45,2.15,-1.69,0.00,0.00,UTR5,XM_038012145.1,119628395,NC_051364.1,13106337,13112731,LOC119628395,ubiquitin carboxyl-terminal hydrolase 8 [Bombyx mori],GO:0005887(integral component of plasma membrane);GO:0009437(carnitine metabolic process);GO:0015226(carnitine transmembrane transporter activity);GO:0015491(cation:cation antiporter activity);GO:0015695(organic cation transport);GO:0016324(apical plasma membrane);GO:0030165(PDZ domain binding);GO:0031526(brush border membrane);GO:0052106(quorum sensing involved in interaction with host);GO:0060731(positive regulation of intestinal epithelial structure maintenance);GO:0070062(extracellular exosome);GO:0070715(sodium-dependent organic cation transport);GO:0072337(modified amino acid transport);GO:1902603(carnitine transmembrane transport),NA
NC_051364.1,13816167,13817049,883,-,-3.03,1.48,-4.51,0.04,0.17,exonic,XM_038012111.1,101738393,NC_051364.1,13357696,13871559,LOC101738393,dystrophin-like isoform X5 [Vanessa tameamea],GO:0003779(actin binding);GO:0005198(structural molecule activity);GO:0005515(protein binding);GO:0005737(cytoplasm);GO:0005856(cytoskeleton);GO:0005938(cell cortex);GO:0007274(neuromuscular synaptic transmission);GO:0007474(imaginal disc-derived wing vein specification);GO:0007517(muscle organ development);GO:0008092(cytoskeletal protein binding);GO:0008270(zinc ion binding);GO:0008307(structural constituent of muscle);GO:0008586(imaginal disc-derived wing vein morphogenesis);GO:0016010(dystrophin-associated glycoprotein complex);GO:0030010(establishment of cell polarity);GO:0045202(synapse);GO:0046716(muscle cell cellular homeostasis);GO:0046928(regulation of neurotransmitter secretion);GO:0048172(regulation of short-term neuronal synaptic plasticity);GO:0050699(WW domain binding),NA
NC_051365.1,1315736,1328533,12798,+,1.98,2.34,-0.36,0.00,0.00,UTR5,XM_004925326.4,101735738,NC_051365.1,1315537,1334487,LOC101735738,uncharacterized protein LOC101735738 isoform X3 [Bombyx mori],GO:0003674(molecular_function);GO:0005575(cellular_component);GO:0008150(biological_process),NA
NC_051365.1,1383784,1388496,4713,+,1.41,0.99,0.42,0.00,0.00,UTR5,XM_038012537.1,101735963,NC_051365.1,1383610,1392058,LOC101735963,probable ATP-dependent RNA helicase DDX56 [Bombyx mori],GO:0003676(nucleic acid binding);GO:0004004(ATP-dependent RNA helicase activity);GO:0005524(ATP binding);GO:0005730(nucleolus);GO:0005737(cytoplasm);GO:0006364(rRNA processing);GO:0010501(RNA secondary structure unwinding),NA
